1.3980 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
119.0931 	EXP 	grating: ori = 0.0
119.0931 	EXP 	fixation: autoDraw = True
120.0943 	EXP 	fixation: autoDraw = False
120.0943 	EXP 	grating: autoDraw = True
120.4109 	EXP 	grating: autoDraw = False
120.9104 	EXP 	New trial (rep=59, index=0): None
120.9133 	DATA 	Keypress: up
120.9188 	EXP 	fixation: autoDraw = False
120.9188 	EXP 	grating: autoDraw = False
120.9188 	EXP 	grating: ori = -2.0
120.9188 	EXP 	fixation: autoDraw = True
121.9102 	EXP 	grating: autoDraw = True
121.9230 	EXP 	fixation: autoDraw = False
122.2270 	EXP 	grating: autoDraw = False
122.7941 	EXP 	New trial (rep=60, index=0): None
122.7968 	DATA 	Keypress: up
122.8011 	EXP 	fixation: autoDraw = False
122.8011 	EXP 	grating: autoDraw = False
122.8011 	EXP 	grating: ori = 0.0
122.8011 	EXP 	fixation: autoDraw = True
123.7936 	EXP 	grating: autoDraw = True
123.8064 	EXP 	fixation: autoDraw = False
124.1107 	EXP 	grating: autoDraw = False
124.6645 	EXP 	New trial (rep=61, index=0): None
124.6670 	DATA 	Keypress: up
124.6726 	EXP 	fixation: autoDraw = False
124.6726 	EXP 	grating: autoDraw = False
124.6726 	EXP 	grating: ori = 2.0
124.6726 	EXP 	fixation: autoDraw = True
125.6731 	EXP 	fixation: autoDraw = False
125.6731 	EXP 	grating: autoDraw = True
125.9771 	EXP 	grating: autoDraw = False
126.3605 	EXP 	New trial (rep=62, index=0): None
126.3632 	DATA 	Keypress: down
126.3779 	EXP 	fixation: autoDraw = False
126.3779 	EXP 	grating: autoDraw = False
126.3779 	EXP 	grating: ori = -3.0
126.3779 	EXP 	fixation: autoDraw = True
127.3774 	EXP 	grating: autoDraw = True
127.3937 	EXP 	fixation: autoDraw = False
127.6732 	EXP 	grating: autoDraw = False
128.2106 	EXP 	New trial (rep=63, index=0): None
128.2134 	DATA 	Keypress: down
128.2179 	EXP 	fixation: autoDraw = False
128.2179 	EXP 	grating: autoDraw = False
128.2179 	EXP 	grating: ori = 0.0
128.2179 	EXP 	fixation: autoDraw = True
129.2099 	EXP 	grating: autoDraw = True
129.2232 	EXP 	fixation: autoDraw = False
129.5272 	EXP 	grating: autoDraw = False
129.8811 	EXP 	New trial (rep=64, index=0): None
129.8836 	DATA 	Keypress: up
129.8893 	EXP 	fixation: autoDraw = False
129.8893 	EXP 	grating: autoDraw = False
129.8893 	EXP 	grating: ori = 1.0
129.8893 	EXP 	fixation: autoDraw = True
130.8899 	EXP 	fixation: autoDraw = False
130.8899 	EXP 	grating: autoDraw = True
131.1937 	EXP 	grating: autoDraw = False
131.6446 	EXP 	New trial (rep=65, index=0): None
131.6474 	DATA 	Keypress: up
131.6604 	EXP 	fixation: autoDraw = False
131.6604 	EXP 	grating: autoDraw = False
131.6604 	EXP 	grating: ori = 0.0
131.6604 	EXP 	fixation: autoDraw = True
132.6600 	EXP 	grating: autoDraw = True
132.6771 	EXP 	fixation: autoDraw = False
132.9566 	EXP 	grating: autoDraw = False
133.4449 	EXP 	New trial (rep=66, index=0): None
133.4477 	DATA 	Keypress: up
133.4611 	EXP 	fixation: autoDraw = False
133.4611 	EXP 	grating: autoDraw = False
133.4611 	EXP 	grating: ori = 3.0
133.4611 	EXP 	fixation: autoDraw = True
134.4609 	EXP 	grating: autoDraw = True
134.4775 	EXP 	fixation: autoDraw = False
134.7566 	EXP 	grating: autoDraw = False
135.0648 	EXP 	New trial (rep=67, index=0): None
135.0676 	DATA 	Keypress: down
135.0770 	EXP 	fixation: autoDraw = False
135.0770 	EXP 	grating: autoDraw = False
135.0770 	EXP 	grating: ori = 0.0
135.0770 	EXP 	fixation: autoDraw = True
136.0773 	EXP 	fixation: autoDraw = False
136.0773 	EXP 	grating: autoDraw = True
136.3942 	EXP 	grating: autoDraw = False
137.1308 	EXP 	New trial (rep=68, index=0): None
137.1335 	DATA 	Keypress: up
137.1435 	EXP 	fixation: autoDraw = False
137.1435 	EXP 	grating: autoDraw = False
137.1435 	EXP 	grating: ori = -2.0
137.1435 	EXP 	fixation: autoDraw = True
138.1438 	EXP 	fixation: autoDraw = False
138.1438 	EXP 	grating: autoDraw = True
138.4605 	EXP 	grating: autoDraw = False
138.7774 	EXP 	New trial (rep=69, index=0): None
138.7801 	DATA 	Keypress: down
138.7945 	EXP 	fixation: autoDraw = False
138.7945 	EXP 	grating: autoDraw = False
138.7945 	EXP 	grating: ori = 0.0
138.7945 	EXP 	fixation: autoDraw = True
139.7942 	EXP 	grating: autoDraw = True
139.8104 	EXP 	fixation: autoDraw = False
140.0902 	EXP 	grating: autoDraw = False
140.4815 	EXP 	New trial (rep=70, index=0): None
140.4844 	DATA 	Keypress: down
140.4898 	EXP 	fixation: autoDraw = False
140.4898 	EXP 	grating: autoDraw = False
140.4898 	EXP 	grating: ori = 0.0
140.4898 	EXP 	fixation: autoDraw = True
141.4902 	EXP 	fixation: autoDraw = False
141.4902 	EXP 	grating: autoDraw = True
141.7940 	EXP 	grating: autoDraw = False
142.3606 	EXP 	New trial (rep=71, index=0): None
142.3633 	DATA 	Keypress: down
142.3678 	EXP 	fixation: autoDraw = False
142.3678 	EXP 	grating: autoDraw = False
142.3678 	EXP 	grating: ori = -4.0
142.3678 	EXP 	fixation: autoDraw = True
143.3606 	EXP 	grating: autoDraw = True
143.3735 	EXP 	fixation: autoDraw = False
143.6772 	EXP 	grating: autoDraw = False
144.0819 	EXP 	New trial (rep=72, index=0): None
144.0848 	DATA 	Keypress: down
144.0938 	EXP 	fixation: autoDraw = False
144.0938 	EXP 	grating: autoDraw = False
144.0938 	EXP 	grating: ori = -3.0
144.0938 	EXP 	fixation: autoDraw = True
145.0937 	EXP 	fixation: autoDraw = False
145.0937 	EXP 	grating: autoDraw = True
145.4103 	EXP 	grating: autoDraw = False
145.8146 	EXP 	New trial (rep=73, index=0): None
145.8173 	DATA 	Keypress: down
145.8266 	EXP 	fixation: autoDraw = False
145.8266 	EXP 	grating: autoDraw = False
145.8266 	EXP 	grating: ori = 0.0
145.8266 	EXP 	fixation: autoDraw = True
146.8273 	EXP 	fixation: autoDraw = False
146.8273 	EXP 	grating: autoDraw = True
147.1442 	EXP 	grating: autoDraw = False
147.4609 	EXP 	New trial (rep=74, index=0): None
147.4637 	DATA 	Keypress: up
147.4780 	EXP 	fixation: autoDraw = False
147.4780 	EXP 	grating: autoDraw = False
147.4780 	EXP 	grating: ori = 1.0
147.4780 	EXP 	fixation: autoDraw = True
148.4778 	EXP 	grating: autoDraw = True
148.4942 	EXP 	fixation: autoDraw = False
148.7735 	EXP 	grating: autoDraw = False
149.2989 	EXP 	New trial (rep=75, index=0): None
149.3018 	DATA 	Keypress: up
149.3064 	EXP 	fixation: autoDraw = False
149.3064 	EXP 	grating: autoDraw = False
149.3064 	EXP 	grating: ori = -4.0
149.3064 	EXP 	fixation: autoDraw = True
150.3070 	EXP 	fixation: autoDraw = False
150.3070 	EXP 	grating: autoDraw = True
150.6107 	EXP 	grating: autoDraw = False
150.9778 	EXP 	New trial (rep=76, index=0): None
150.9805 	DATA 	Keypress: down
150.9861 	EXP 	fixation: autoDraw = False
150.9861 	EXP 	grating: autoDraw = False
150.9861 	EXP 	grating: ori = 0.0
150.9861 	EXP 	fixation: autoDraw = True
151.9774 	EXP 	grating: autoDraw = True
151.9903 	EXP 	fixation: autoDraw = False
152.2941 	EXP 	grating: autoDraw = False
152.5941 	EXP 	New trial (rep=77, index=0): None
152.5967 	DATA 	Keypress: up
152.6012 	EXP 	fixation: autoDraw = False
152.6012 	EXP 	grating: autoDraw = False
152.6012 	EXP 	grating: ori = 3.0
152.6012 	EXP 	fixation: autoDraw = True
153.5943 	EXP 	grating: autoDraw = True
153.6070 	EXP 	fixation: autoDraw = False
153.9108 	EXP 	grating: autoDraw = False
154.6277 	EXP 	New trial (rep=78, index=0): None
154.6304 	DATA 	Keypress: down
154.6450 	EXP 	fixation: autoDraw = False
154.6450 	EXP 	grating: autoDraw = False
154.6450 	EXP 	grating: ori = 0.0
154.6450 	EXP 	fixation: autoDraw = True
155.6450 	EXP 	grating: autoDraw = True
155.6614 	EXP 	fixation: autoDraw = False
155.9404 	EXP 	grating: autoDraw = False
156.1443 	EXP 	New trial (rep=79, index=0): None
156.1470 	DATA 	Keypress: up
156.1521 	EXP 	fixation: autoDraw = False
156.1521 	EXP 	grating: autoDraw = False
156.1521 	EXP 	grating: ori = -2.0
156.1521 	EXP 	fixation: autoDraw = True
157.1445 	EXP 	grating: autoDraw = True
157.1571 	EXP 	fixation: autoDraw = False
157.4607 	EXP 	grating: autoDraw = False
157.6283 	EXP 	New trial (rep=80, index=0): None
157.6310 	DATA 	Keypress: up
157.6360 	EXP 	fixation: autoDraw = False
157.6360 	EXP 	grating: autoDraw = False
157.6360 	EXP 	grating: ori = 0.0
157.6360 	EXP 	fixation: autoDraw = True
158.6276 	EXP 	grating: autoDraw = True
158.6405 	EXP 	fixation: autoDraw = False
158.9441 	EXP 	grating: autoDraw = False
159.3776 	EXP 	New trial (rep=81, index=0): None
159.3802 	DATA 	Keypress: up
159.3856 	EXP 	fixation: autoDraw = False
159.3856 	EXP 	grating: autoDraw = False
159.3856 	EXP 	grating: ori = -3.0
159.3856 	EXP 	fixation: autoDraw = True
160.3775 	EXP 	grating: autoDraw = True
160.3904 	EXP 	fixation: autoDraw = False
160.6943 	EXP 	grating: autoDraw = False
161.2110 	EXP 	New trial (rep=82, index=0): None
161.2138 	DATA 	Keypress: down
161.2280 	EXP 	fixation: autoDraw = False
161.2280 	EXP 	grating: autoDraw = False
161.2280 	EXP 	grating: ori = 0.0
161.2280 	EXP 	fixation: autoDraw = True
162.2277 	EXP 	grating: autoDraw = True
162.2447 	EXP 	fixation: autoDraw = False
162.5238 	EXP 	grating: autoDraw = False
162.9652 	EXP 	New trial (rep=83, index=0): None
162.9678 	DATA 	Keypress: up
162.9771 	EXP 	fixation: autoDraw = False
162.9771 	EXP 	grating: autoDraw = False
162.9771 	EXP 	grating: ori = 0.0
162.9771 	EXP 	fixation: autoDraw = True
163.9776 	EXP 	fixation: autoDraw = False
163.9776 	EXP 	grating: autoDraw = True
164.2945 	EXP 	grating: autoDraw = False
164.9822 	EXP 	New trial (rep=84, index=0): None
164.9849 	DATA 	Keypress: up
164.9904 	EXP 	fixation: autoDraw = False
164.9904 	EXP 	grating: autoDraw = False
164.9904 	EXP 	grating: ori = -5.0
164.9904 	EXP 	fixation: autoDraw = True
165.9906 	EXP 	fixation: autoDraw = False
165.9906 	EXP 	grating: autoDraw = True
166.2938 	EXP 	grating: autoDraw = False
166.6987 	EXP 	New trial (rep=85, index=0): None
166.7016 	DATA 	Keypress: down
166.7106 	EXP 	fixation: autoDraw = False
166.7106 	EXP 	grating: autoDraw = False
166.7106 	EXP 	grating: ori = 4.0
166.7106 	EXP 	fixation: autoDraw = True
167.7110 	EXP 	fixation: autoDraw = False
167.7110 	EXP 	grating: autoDraw = True
168.0280 	EXP 	grating: autoDraw = False
168.5278 	EXP 	New trial (rep=86, index=0): None
168.5305 	DATA 	Keypress: down
168.5358 	EXP 	fixation: autoDraw = False
168.5358 	EXP 	grating: autoDraw = False
168.5358 	EXP 	grating: ori = 0.0
168.5358 	EXP 	fixation: autoDraw = True
169.5275 	EXP 	grating: autoDraw = True
169.5406 	EXP 	fixation: autoDraw = False
169.8438 	EXP 	grating: autoDraw = False
170.1457 	EXP 	New trial (rep=87, index=0): None
170.1484 	DATA 	Keypress: up
170.1526 	EXP 	fixation: autoDraw = False
170.1526 	EXP 	grating: autoDraw = False
170.1526 	EXP 	grating: ori = 0.0
170.1526 	EXP 	fixation: autoDraw = True
171.1448 	EXP 	grating: autoDraw = True
171.1574 	EXP 	fixation: autoDraw = False
171.4612 	EXP 	grating: autoDraw = False
171.8944 	EXP 	New trial (rep=88, index=0): None
171.8971 	DATA 	Keypress: up
171.9024 	EXP 	fixation: autoDraw = False
171.9024 	EXP 	grating: autoDraw = False
171.9024 	EXP 	grating: ori = 0.0
171.9024 	EXP 	fixation: autoDraw = True
172.8945 	EXP 	grating: autoDraw = True
172.9073 	EXP 	fixation: autoDraw = False
173.2112 	EXP 	grating: autoDraw = False
173.4988 	EXP 	New trial (rep=89, index=0): None
173.5016 	DATA 	Keypress: up
173.5071 	EXP 	fixation: autoDraw = False
173.5071 	EXP 	grating: autoDraw = False
173.5071 	EXP 	grating: ori = -5.0
173.5071 	EXP 	fixation: autoDraw = True
174.5076 	EXP 	fixation: autoDraw = False
174.5076 	EXP 	grating: autoDraw = True
174.8112 	EXP 	grating: autoDraw = False
175.1112 	EXP 	New trial (rep=90, index=0): None
175.1139 	DATA 	Keypress: down
175.1191 	EXP 	fixation: autoDraw = False
175.1191 	EXP 	grating: autoDraw = False
175.1191 	EXP 	grating: ori = 0.0
175.1191 	EXP 	fixation: autoDraw = True
176.1109 	EXP 	grating: autoDraw = True
176.1240 	EXP 	fixation: autoDraw = False
176.4271 	EXP 	grating: autoDraw = False
176.8455 	EXP 	New trial (rep=91, index=0): None
176.8467 	DATA 	Keypress: down
176.8572 	EXP 	fixation: autoDraw = False
176.8572 	EXP 	grating: autoDraw = False
176.8572 	EXP 	grating: ori = -4.0
176.8572 	EXP 	fixation: autoDraw = True
177.8573 	EXP 	fixation: autoDraw = False
177.8573 	EXP 	grating: autoDraw = True
178.1602 	EXP 	grating: autoDraw = False
178.7448 	EXP 	New trial (rep=92, index=0): None
178.7465 	DATA 	Keypress: down
178.7601 	EXP 	fixation: autoDraw = False
178.7601 	EXP 	grating: autoDraw = False
178.7601 	EXP 	grating: ori = 1.0
178.7601 	EXP 	fixation: autoDraw = True
179.7613 	EXP 	grating: autoDraw = True
179.7778 	EXP 	fixation: autoDraw = False
180.0575 	EXP 	grating: autoDraw = False
180.3158 	EXP 	New trial (rep=93, index=0): None
180.3186 	DATA 	Keypress: up
180.3241 	EXP 	fixation: autoDraw = False
180.3241 	EXP 	grating: autoDraw = False
180.3241 	EXP 	grating: ori = 0.0
180.3241 	EXP 	fixation: autoDraw = True
181.3242 	EXP 	fixation: autoDraw = False
181.3242 	EXP 	grating: autoDraw = True
181.6277 	EXP 	grating: autoDraw = False
181.9656 	EXP 	New trial (rep=94, index=0): None
181.9685 	DATA 	Keypress: up
181.9775 	EXP 	fixation: autoDraw = False
181.9775 	EXP 	grating: autoDraw = False
181.9775 	EXP 	grating: ori = 1.0
181.9775 	EXP 	fixation: autoDraw = True
182.9778 	EXP 	fixation: autoDraw = False
182.9778 	EXP 	grating: autoDraw = True
183.2945 	EXP 	grating: autoDraw = False
183.6322 	EXP 	New trial (rep=95, index=0): None
183.6349 	DATA 	Keypress: up
183.6443 	EXP 	fixation: autoDraw = False
183.6443 	EXP 	grating: autoDraw = False
183.6443 	EXP 	grating: ori = 0.0
183.6443 	EXP 	fixation: autoDraw = True
184.6453 	EXP 	fixation: autoDraw = False
184.6453 	EXP 	grating: autoDraw = True
184.9618 	EXP 	grating: autoDraw = False
185.2319 	EXP 	New trial (rep=96, index=0): None
185.2348 	DATA 	Keypress: up
185.2443 	EXP 	fixation: autoDraw = False
185.2443 	EXP 	grating: autoDraw = False
185.2443 	EXP 	grating: ori = 4.0
185.2443 	EXP 	fixation: autoDraw = True
186.2447 	EXP 	fixation: autoDraw = False
186.2447 	EXP 	grating: autoDraw = True
186.5621 	EXP 	grating: autoDraw = False
186.7452 	EXP 	New trial (rep=97, index=0): None
186.7479 	DATA 	Keypress: down
186.7624 	EXP 	fixation: autoDraw = False
186.7624 	EXP 	grating: autoDraw = False
186.7624 	EXP 	grating: ori = 0.0
186.7624 	EXP 	fixation: autoDraw = True
187.7614 	EXP 	grating: autoDraw = True
187.7785 	EXP 	fixation: autoDraw = False
188.0576 	EXP 	grating: autoDraw = False
188.6615 	EXP 	New trial (rep=98, index=0): None
188.6640 	DATA 	Keypress: up
188.6694 	EXP 	fixation: autoDraw = False
188.6694 	EXP 	grating: autoDraw = False
188.6694 	EXP 	grating: ori = 0.0
188.6694 	EXP 	fixation: autoDraw = True
189.6624 	EXP 	grating: autoDraw = True
189.6743 	EXP 	fixation: autoDraw = False
189.9786 	EXP 	grating: autoDraw = False
190.2949 	EXP 	New trial (rep=99, index=0): None
190.2976 	DATA 	Keypress: up
190.3125 	EXP 	fixation: autoDraw = False
190.3125 	EXP 	grating: autoDraw = False
190.3125 	EXP 	grating: ori = 0.0
190.3125 	EXP 	fixation: autoDraw = True
191.3119 	EXP 	grating: autoDraw = True
191.3284 	EXP 	fixation: autoDraw = False
191.6077 	EXP 	grating: autoDraw = False
191.9328 	DATA 	Keypress: up
191.9410 	EXP 	fixation: autoDraw = False
191.9410 	EXP 	grating: autoDraw = False
191.9977 	EXP 	window1: mouseVisible = True
